season,home_team,away_team,home_score,away_score,location
2018,TN-Martin,Tennessee St,63,60,1
2018,Fairfield,St Peters,70,61,1
2018,Wright St,IL-Chicago,65,61,1
2018,Jacksonville St,Eastern Kentucky,76,58,1
2018,Quinnipiac,Monmouth,78,76,1
2018,Northern Kentucky,IUPUI,77,59,1
2018,New Orleans,Abilene Christian,77,74,1
2018,Central Arkansas,Texas A&M-CC,81,69,1
2018,SE Louisiana,Stephen F Austin,73,62,1
2018,Lamar,Houston Christian,86,68,1
2018,McNeese St,Incarnate Word,85,62,1
2018,Northern Iowa,Southern Illinois,53,56,1
2018,Drake,Bradley,66,64,1
2018,Murray St,Eastern Illinois,80,52,1
2018,Green Bay,Detroit Mercy,95,83,1
2018,SE Missouri St,Belmont,72,94,1
2018,Tennessee Tech,Morehead St,69,67,1
2018,Southern Utah,Montana St,99,104,1
2018,Gonzaga,Pacific,81,48,1
2018,Memphis,LSU,61,71,1
2018,Utah Valley St,UC-Riverside,90,82,1
2018,UTEP,North Texas,62,63,1
2018,Seattle,Grambling St,93,63,1
2018,Pennsylvania,Toledo,72,85,1
2018,Appalachian St,Texas St,66,62,1
2018,Troy,GA-Southern,80,86,1
2018,LIU-Brooklyn,Fairleigh Dickinson,71,82,1
2018,North Dakota,Idaho,57,74,1
2018,Boston U,Army,90,82,1
2018,Kentucky,Louisville,90,61,1
2018,Bryant,Robert Morris,54,68,1
2018,Sacred Heart,St Francis-NY,68,73,1
2018,Canisius,Rider,77,76,1
2018,Michigan St,Cleveland St,111,61,1
2018,Oklahoma St,West Virginia,79,85,1
2018,Ball St,Florida A&M,75,54,1
2018,Wagner,Mt St Marys,76,57,1
2018,Marist,Siena,63,58,1
2018,Niagara,Iona,93,98,1
2018,Holy Cross,Colgate,74,79,1
2018,Lafayette,Lehigh,74,79,1
2018,Loyola-MD,Navy,72,63,1
2018,Coastal Carolina,TX-Arlington,90,65,1
2018,Central Conn St,St Francis-PA,72,68,1
2018,Bucknell,American U,84,55,1
2018,Indiana,Youngstown St,79,51,1
2018,Iowa,Northern Illinois,98,75,1
2018,Maryland,UMBC,66,45,1
2018,Nebraska,Stetson,71,62,1
2018,Texas Tech,Baylor,77,53,1
2018,AR-Little Rock,Louisiana,63,77,1
2018,South Alabama,Georgia St,86,64,1
2018,Arkansas St,LA-Monroe,75,64,1
2018,Iowa St,Kansas St,75,91,1
2018,Texas,Kansas,86,92,1
2018,Northern Colorado,Eastern Washington,88,75,1
2018,Oregon,Utah,56,66,1
2018,USC,Washington,81,88,1
2018,Oregon St,Colorado,76,57,1
2018,UCLA,Washington St,96,82,1
2018,Hawaii,Howard,84,59,1
2018,North Carolina,Wake Forest,73,69,1
2018,Notre Dame,Georgia Tech,68,59,1
2018,Clemson,North Carolina St,78,62,1
2018,BYU,St Marys,64,74,1
2018,Gonzaga,Santa Clara,101,52,1
2018,Pacific,Loyola Marymount,88,82,1
2018,San Diego,Pepperdine,74,66,1
2018,Portland,San Francisco,61,84,1
2018,Mississippi St,North Florida,109,81,1
2018,Arkansas,Tennessee,95,93,1
2018,Auburn,Cornell,98,77,1
2018,Florida,Vanderbilt,81,74,1
2018,Alabama,Texas A&M,79,57,1
2018,Houston,Temple,76,73,1
2018,Nicholls St,Incarnate Word,77,60,1
2018,TCU,Oklahoma,89,90,1
2018,Duquesne,Dayton,70,62,1
2018,George Washington,St Josephs,70,64,1
2018,Western Michigan,Chicago St,92,71,1
2018,Austin Peay,Eastern Illinois,70,54,1
2018,Southern Utah,Montana,49,79,1
2018,Sacramento St,Portland St,80,75,1
2018,Columbia,Maine,83,71,1
2018,WI-Milwaukee,Detroit Mercy,87,79,1
2018,Winthrop,High Point,76,60,1
2018,Western Kentucky,Southern Miss,82,66,1
2018,UTSA,North Texas,71,72,1
2018,Old Dominion,Charlotte,89,58,1
2018,Marshall,Louisiana Tech,78,65,1
2018,Florida Intl,Florida Atlantic,58,57,1
2018,Northwestern,Brown,95,73,1
2018,Ohio St,Miami-OH,72,59,1
2018,UConn,Wichita St,62,72,1
2018,VCU,Fordham,76,63,1
2018,VMI,Furman,57,87,1
2018,Citadel,Western Carolina,79,81,1
2018,Green Bay,Oakland,80,79,1
2018,Duke,Florida St,100,93,1
2018,Virginia,Boston College,59,58,1
2018,Minnesota,Harvard,65,55,1
2018,Penn St,Coppin St,88,43,1
2018,Xavier,DePaul,77,72,1
2018,La Salle,St Louis,83,60,1
2018,Elon,Drexel,90,75,1
2018,NC-Asheville,Campbell,85,79,1
2018,St Bonaventure,UMass,98,78,1
2018,Pittsburgh,Miami-FL,53,67,1
2018,Illinois,Grand Canyon,62,58,1
2018,Wisconsin,MA-Lowell,82,53,1
2018,Butler,Villanova,101,93,1
2018,Loyola-Chicago,Evansville,66,59,1
2018,Rhode Island,George Mason,83,64,1
2018,Coll of Charleston,Towson,73,62,1
2018,Seattle,UC-Riverside,95,71,1
2018,William & Mary,Hofstra,90,87,1
2018,James Madison,Northeastern,70,81,1
2018,Kennesaw St,Yale,74,89,1
2018,Wright St,IUPUI,60,52,1
2018,Presbyterian,Radford,62,78,1
2018,Marquette,Georgetown,74,65,1
2018,McNeese St,Northwestern St,72,63,1
2018,South Dakota,Denver,82,71,1
2018,Richmond,Davidson,69,58,1
2018,NC-Greensboro,Wofford,71,67,1
2018,San Jose St,Colorado St,52,59,1
2018,Nevada,New Mexico,77,74,1
2018,UAB,Middle Tenn St,60,63,1
2018,Jacksonville St,Morehead St,76,69,1
2018,Charleston Southern,Longwood,84,43,1
2018,Michigan,Jacksonville,76,51,1
2018,Tennessee Tech,Eastern Kentucky,77,69,1
2018,TN-Martin,Belmont,58,65,1
2018,Manhattan,Fairfield,61,58,1
2018,Northern Arizona,Montana St,73,76,1
2018,NC-Wilmington,Delaware,56,58,1
2018,New Hampshire,Dartmouth,83,66,1
2018,Fresno St,Air Force,71,59,1
2018,Northern Kentucky,IL-Chicago,86,51,1
2018,Gardner-Webb,Liberty,58,55,1
2018,Purdue,Lipscomb,98,66,1
2018,Samford,Chattanooga,73,56,1
2018,Houston Christian,New Orleans,57,64,1
2018,Oral Roberts,NE-Omaha,93,74,1
2018,TX-Rio Grande,Hampton,80,69,1
2018,Murray St,SIU-Edwardsville,87,63,1
2018,Abilene Christian,Sam Houston St,75,72,1
2018,Texas A&M-CC,Lamar,72,77,1
2018,Arizona,Arizona St,84,78,1
2018,Utah Valley St,Cal St-Fullerton,87,78,1
2018,Weber St,Idaho St,60,62,1
2018,UTEP,Rice,80,62,1
2018,Stanford,California,74,77,1
2018,San Diego St,Utah St,79,59,1
2018,UNLV,Boise St,74,83,1
2018,Cal St-Northridge,Morgan St,79,69,1
2018,Stony Brook,Norfolk St,68,74,1
2018,Seton Hall,St Johns,75,70,1
2018,Illinois St,Indiana St,84,81,1
2018,Troy,Georgia St,68,66,1
2018,Central Conn St,Robert Morris,57,71,1
2018,Sacred Heart,Fairleigh Dickinson,66,65,1
2018,LIU-Brooklyn,Mt St Marys,71,57,1
2018,Northern Colorado,Idaho,81,77,1
2018,Michigan St,Savannah St,108,52,1
2018,St Peters,Monmouth,77,64,1
2018,St Francis-NY,Wagner,82,75,1
2018,Niagara,Rider,76,99,1
2018,Canisius,Iona,85,78,1
2018,Mercer,East Tennessee St,55,74,1
2018,Bradley,Northern Iowa,72,53,1
2018,SE Missouri St,Tennessee St,77,65,1
2018,Creighton,Providence,83,64,1
2018,Appalachian St,TX-Arlington,80,76,1
2018,Tulane,Tulsa,56,65,1
2018,Bryant,St Francis-PA,82,86,1
2018,Coastal Carolina,Texas St,48,53,1
2018,Cincinnati,Memphis,82,48,1
2018,East Carolina,UCF,39,59,1
2018,Central Arkansas,SE Louisiana,69,73,1
2018,Southern Illinois,Drake,67,70,1
2018,Valparaiso,Missouri St,50,67,1
2018,South Alabama,GA-Southern,69,67,1
2018,Arkansas St,Louisiana,78,88,1
2018,AR-Little Rock,LA-Monroe,71,62,1
2018,North Dakota,Eastern Washington,64,77,1
2018,Syracuse,Virginia Tech,68,56,1
2018,Ole Miss,South Carolina,74,69,1
2018,Kentucky,Georgia,66,61,1
2018,Oregon St,Utah,64,66,1
2018,SMU,South Florida,79,39,1
2018,UCLA,Washington,74,53,1
2018,USC,Washington St,89,71,1
2018,Oregon,Colorado,77,62,1
2018,Grambling St,Alabama A&M,64,71,1
2018,Siena,Quinnipiac,70,71,1
2018,Cleveland St,Youngstown St,77,80,1
2018,Kansas St,West Virginia,69,77,1
2018,Iowa St,Texas,70,74,1
2018,Jackson St,Alabama St,82,73,1
2018,Prairie View A&M,Alcorn St,76,64,1
2018,TX-Southern,Southern U,78,66,1
2018,Miss Valley St,AR-Pine Bluff,71,80,1
2018,Texas A&M,Florida,66,83,1
2018,Western Michigan,Akron,87,75,1
2018,Buffalo,Toledo,104,94,1
2018,Northern Illinois,Kent St,75,61,1
2018,James Madison,William & Mary,76,84,1
2018,Navy,Lehigh,78,66,1
2018,Wisconsin,Indiana,71,61,1
2018,Iowa,Michigan,68,75,1
2018,Maryland,Penn St,75,69,1
2018,Tennessee,Auburn,84,94,1
2018,Vanderbilt,Alabama,76,75,1
2018,Xavier,Butler,86,79,1
2018,Baylor,TCU,78,81,1
2018,Central Michigan,Ohio,75,50,1
2018,Ball St,Eastern Michigan,72,62,1
2018,Bowling Green,Miami-OH,72,77,1
2018,Coll of Charleston,Delaware,93,78,1
2018,SC-Upstate,Kansas City,77,79,1
2018,Marist,Manhattan,96,101,1
2018,NC-Wilmington,Drexel,107,87,1
2018,Elon,Towson,75,72,1
2018,Northeastern,Hofstra,70,71,1
2018,Harvard,Vermont,56,62,1
2018,American U,Colgate,63,72,1
2018,Army,Loyola-MD,86,75,1
2018,Bucknell,Boston U,79,84,1
2018,Lafayette,Holy Cross,60,48,1
2018,Liberty,Charleston Southern,70,53,1
2018,Green Bay,IUPUI,63,67,1
2018,Louisville,Pittsburgh,77,51,1
2018,Northwestern,Nebraska,55,70,1
2018,Mississippi St,Arkansas,78,75,1
2018,DePaul,Georgetown,81,90,1
2018,Kansas,Texas Tech,73,85,1
2018,Colorado St,San Diego St,68,77,1
2018,Loyola-Chicago,Indiana St,57,61,1
2018,Davidson,St Louis,54,51,1
2018,Duquesne,George Washington,69,52,1
2018,St Josephs,VCU,87,81,1
2018,Stony Brook,Maine,71,70,1
2018,UMBC,New Hampshire,71,67,1
2018,Morgan St,MD-Eastern Shore,85,82,1
2018,Jackson St,Alabama A&M,59,56,1
2018,Prairie View A&M,Southern U,78,74,1
2018,UMass,George Mason,72,80,1
2018,Georgia,Ole Miss,71,60,1
2018,Providence,Marquette,90,95,1
2018,Grambling St,Alabama St,66,74,1
2018,Florida St,North Carolina,81,80,1
2018,Wake Forest,Syracuse,73,67,1
2018,Boston College,Clemson,70,74,1
2018,Purdue,Rutgers,82,51,1
2018,South Florida,East Carolina,65,67,1
2018,Tulsa,UConn,90,88,1
2018,UCF,Memphis,65,56,1
2018,Fordham,Richmond,69,65,1
2018,Albany,Hartford,64,72,1
2018,Rhode Island,La Salle,74,62,1
2018,Brown,NJIT,70,69,1
2018,Campbell,Gardner-Webb,80,82,1
2018,High Point,NC-Asheville,84,74,1
2018,Longwood,Presbyterian,65,78,1
2018,Radford,Winthrop,85,79,1
2018,Sam Houston St,Central Arkansas,82,76,1
2018,Bethune-Cookman,South Carolina St,86,80,1
2018,Delaware St,NC-Central,62,65,1
2018,Creighton,St Johns,78,71,1
2018,Abilene Christian,McNeese St,79,74,1
2018,Stephen F Austin,Nicholls St,81,64,1
2018,Texas A&M-CC,Northwestern St,67,65,1
2018,New Orleans,Lamar,72,62,1
2018,South Dakota,Western Illinois,62,50,1
2018,North Dakota St,South Dakota St,80,87,1
2018,Southern Illinois,Evansville,65,63,1
2018,Drake,Illinois St,87,62,1
2018,Bradley,Valparaiso,80,71,1
2018,Florida A&M,Howard,84,76,1
2018,TX-Southern,Alcorn St,85,70,1
2018,LSU,Kentucky,71,74,1
2018,Dayton,St Bonaventure,82,72,1
2018,Notre Dame,North Carolina St,88,58,1
2018,Georgia Tech,Miami-FL,64,54,1
2018,Minnesota,Illinois,77,67,1
2018,Virginia Tech,Virginia,52,78,1
2018,South Carolina,Missouri,68,79,1
2018,Oklahoma,Oklahoma St,109,89,1
2018,Boise St,New Mexico,90,62,1
2018,Utah St,Fresno St,81,79,1
2018,Cal St-Fullerton,UC-Riverside,68,65,1
2018,Nevada,Wyoming,92,83,1
2018,San Jose St,UNLV,76,82,1
2018,Norfolk St,Coppin St,75,67,1
2018,San Francisco,BYU,59,69,1
2018,Loyola Marymount,Santa Clara,49,65,1
2018,St Marys,Pacific,74,56,1
2018,Portland,San Diego,74,81,1
2018,Wichita St,Houston,81,63,1
2018,Temple,Cincinnati,53,55,1
2018,Wofford,VMI,92,53,1
2018,Chattanooga,Western Carolina,63,75,1
2018,Georgia St,AR-Little Rock,73,64,1
2018,Fairleigh Dickinson,Central Conn St,81,77,1
2018,Montana,North Dakota,109,79,1
2018,Weber St,Northern Arizona,95,55,1
2018,Idaho St,Southern Utah,93,78,1
2018,Youngstown St,WI-Milwaukee,72,63,1
2018,UC-Davis,UC-Irvine,64,53,1
2018,Florida Intl,Middle Tenn St,66,71,1
2018,North Texas,Charlotte,68,70,1
2018,Morehead St,Eastern Illinois,52,61,1
2018,Iowa,Ohio St,81,92,1
2018,Mt St Marys,Bryant,96,80,1
2018,St Francis-PA,LIU-Brooklyn,85,68,1
2018,Robert Morris,St Francis-NY,80,79,1
2018,Wagner,Sacred Heart,69,63,1
2018,Austin Peay,TN-Martin,75,69,1
2018,MA-Lowell,Vermont,77,88,1
2018,Cleveland St,Green Bay,80,79,1
2018,IUPUI,IL-Chicago,65,70,1
2018,Florida Atlantic,UAB,44,75,1
2018,Furman,Citadel,107,67,1
2018,GA-Southern,Arkansas St,80,49,1
2018,Louisiana Tech,UTSA,76,78,1
2018,Michigan St,Maryland,91,61,1
2018,Samford,East Tennessee St,72,90,1
2018,Oral Roberts,IPFW,76,60,1
2018,LA-Monroe,Coastal Carolina,82,72,1
2018,Belmont,Tennessee Tech,80,67,1
2018,Eastern Kentucky,SIU-Edwardsville,82,85,1
2018,Murray St,SE Missouri St,89,73,1
2018,Rice,Old Dominion,75,82,1
2018,Southern Miss,UTEP,85,75,1
2018,Louisiana,Appalachian St,78,45,1
2018,TX-Arlington,Troy,86,76,1
2018,Colorado,Arizona St,90,81,1
2018,Texas St,South Alabama,72,69,1
2018,Tennessee St,Jacksonville St,67,60,1
2018,Tulane,SMU,73,70,1
2018,Utah,Arizona,82,94,1
2018,Missouri St,Northern Iowa,62,55,1
2018,Montana St,Northern Colorado,76,64,1
2018,Eastern Washington,Portland St,81,74,1
2018,Stanford,UCLA,107,99,1
2018,Idaho,Sacramento St,69,68,1
2018,Cal Poly,UC-Santa Barbara,80,79,1
2018,Long Beach St,Hawaii,89,81,1
2018,California,USC,62,80,1
2018,Pepperdine,Gonzaga,59,89,1
2018,Toledo,Akron,67,65,1
2018,Delaware,William & Mary,65,90,1
2018,Colgate,Lafayette,68,71,1
2018,Detroit Mercy,Wright St,73,80,1
2018,Oakland,Northern Kentucky,83,87,1
2018,Lehigh,Holy Cross,83,77,1
2018,Rutgers,Wisconsin,64,60,1
2018,Drexel,Coll of Charleston,87,82,1
2018,Rider,Fairfield,96,77,1
2018,Siena,Niagara,76,84,1
2018,Monmouth,Manhattan,77,66,1
2018,Iona,St Peters,73,69,1
2018,Northeastern,Elon,72,60,1
2018,Hofstra,James Madison,87,81,1
2018,Towson,NC-Wilmington,89,71,1
2018,Navy,American U,70,64,1
2018,Army,Bucknell,66,83,1
2018,Loyola-MD,Boston U,68,65,1
2018,Penn St,Northwestern,78,63,1
2018,Quinnipiac,Canisius,74,82,1
2018,Oregon St,Oregon,76,64,1
2018,Virginia,North Carolina,61,49,1
2018,North Carolina St,Duke,96,85,1
2018,Pacific,BYU,67,66,1
2018,Pepperdine,San Francisco,67,80,1
2018,Santa Clara,Portland,70,68,1
2018,St Marys,San Diego,70,63,1
2018,Chattanooga,East Tennessee St,66,85,1
2018,George Washington,Rhode Island,60,81,1
2018,St Louis,Richmond,69,62,1
2018,Kent St,Central Michigan,85,69,1
2018,Miami-OH,Western Michigan,62,67,1
2018,Sacred Heart,Bryant,74,79,1
2018,Austin Peay,SE Missouri St,76,71,1
2018,Belmont,Jacksonville St,60,64,1
2018,Montana,Northern Colorado,89,80,1
2018,Weber St,Southern Utah,92,76,1
2018,Idaho St,Northern Arizona,64,60,1
2018,North Texas,Old Dominion,60,63,1
2018,Florida Intl,UAB,64,75,1
2018,Marshall,Western Kentucky,87,112,1
2018,Morgan St,Florida A&M,87,68,1
2018,Clemson,Louisville,74,69,1
2018,Michigan,Illinois,79,69,1
2018,Virginia Tech,Pittsburgh,81,67,1
2018,Georgia,Alabama,65,46,1
2018,UConn,East Carolina,70,65,1
2018,Georgetown,Creighton,66,90,1
2018,Providence,Xavier,81,72,1
2018,Dayton,UMass,60,62,1
2018,Eastern Michigan,Bowling Green,71,75,1
2018,Missouri,Florida,75,77,1
2018,VMI,NC-Greensboro,61,63,1
2018,New Hampshire,Albany,64,61,1
2018,Binghamton,Maine,73,76,1
2018,Colorado,Arizona,80,77,1
2018,St Johns,DePaul,74,91,1
2018,Baylor,Texas,69,60,1
2018,South Dakota,North Dakota St,79,84,1
2018,Indiana St,Drake,72,75,1
2018,La Salle,VCU,74,80,1
2018,Ball St,Buffalo,63,83,1
2018,Harvard,Dartmouth,61,51,1
2018,Air Force,Nevada,75,86,1
2018,Campbell,Winthrop,88,77,1
2018,Longwood,Gardner-Webb,79,73,1
2018,Purdue,Nebraska,74,62,1
2018,Texas A&M,LSU,68,69,1
2018,Butler,Seton Hall,87,90,1
2018,Denver,IPFW,63,82,1
2018,LA-Monroe,Appalachian St,73,79,1
2018,Chicago St,New Mexico St,60,97,1
2018,Rice,Charlotte,73,64,1
2018,Syracuse,Notre Dame,49,51,1
2018,Fordham,Duquesne,41,64,1
2018,Ohio,Northern Illinois,78,68,1
2018,Cleveland St,WI-Milwaukee,63,67,1
2018,Boston College,Wake Forest,77,71,1
2018,Memphis,Tulsa,76,67,1
2018,Washington St,Washington,65,70,1
2018,Northwestern St,Stephen F Austin,56,64,1
2018,Incarnate Word,Sam Houston St,74,85,1
2018,Oklahoma St,Iowa St,96,87,1
2018,Texas Tech,Kansas St,74,58,1
2018,Valparaiso,Southern Illinois,83,72,1
2018,Evansville,Bradley,68,44,1
2018,Mt St Marys,Central Conn St,78,51,1
2018,Wagner,Fairleigh Dickinson,73,65,1
2018,Robert Morris,LIU-Brooklyn,88,79,1
2018,St Francis-PA,St Francis-NY,91,87,1
2018,Eastern Kentucky,Eastern Illinois,53,54,1
2018,Montana St,North Dakota,79,68,1
2018,NJIT,SC-Upstate,98,87,1
2018,Liberty,Presbyterian,60,48,1
2018,Radford,NC-Asheville,90,70,1
2018,Howard,Bethune-Cookman,87,92,1
2018,Coppin St,Savannah St,71,80,1
2018,Delaware St,South Carolina St,60,63,1
2018,Alabama St,Miss Valley St,63,46,1
2018,MD-Eastern Shore,Hampton,92,83,1
2018,Morehead St,SIU-Edwardsville,65,70,1
2018,Ole Miss,Mississippi St,64,58,1
2018,Furman,Mercer,74,71,1
2018,McNeese St,New Orleans,75,82,1
2018,Kennesaw St,Lipscomb,71,86,1
2018,Abilene Christian,SE Louisiana,70,72,1
2018,GA-Southern,AR-Little Rock,72,69,1
2018,Tennessee St,Tennessee Tech,81,87,1
2018,Southern Miss,UTSA,93,83,1
2018,Florida Atlantic,Middle Tenn St,57,61,1
2018,Eastern Washington,Sacramento St,82,67,1
2018,Minnesota,Indiana,71,75,1
2018,TX-Arlington,South Alabama,91,67,1
2018,Lamar,Central Arkansas,91,100,1
2018,Texas St,Troy,57,56,1
2018,Colorado St,Fresno St,79,82,1
2018,Auburn,Arkansas,88,77,1
2018,California,UCLA,84,107,1
2018,Alcorn St,Jackson St,55,60,1
2018,Southern U,Grambling St,80,69,1
2018,South Carolina,Vanderbilt,71,60,1
2018,Georgia Tech,Yale,74,60,1
2018,Wofford,Citadel,109,92,1
2018,Hartford,Stony Brook,61,63,1
2018,Vermont,UMBC,71,56,1
2018,FL-Gulf Coast,Stetson,90,52,1
2018,North Florida,Jacksonville,86,90,1
2018,Youngstown St,Green Bay,85,74,1
2018,High Point,Charleston Southern,80,59,1
2018,Louisiana Tech,UTEP,97,88,1
2018,West Virginia,Oklahoma,89,76,1
2018,Georgia St,Arkansas St,79,75,1
2018,Villanova,Marquette,100,90,1
2018,Samford,Western Carolina,85,71,1
2018,Houston Christian,Nicholls St,71,72,1
2018,NE-Omaha,South Dakota St,88,101,1
2018,Oral Roberts,Western Illinois,81,66,1
2018,St Josephs,St Bonaventure,85,78,1
2018,Louisiana,Coastal Carolina,81,64,1
2018,Kansas City,TX-Rio Grande,61,73,1
2018,Murray St,TN-Martin,82,68,1
2018,Wyoming,Boise St,79,78,1
2018,TX-Southern,Prairie View A&M,100,94,1
2018,Tennessee,Kentucky,76,65,1
2018,Utah Valley St,Cal St-Bakersfield,75,42,1
2018,New Mexico,San Jose St,80,47,1
2018,TCU,Kansas,84,88,1
2018,Loyola Marymount,Gonzaga,66,85,1
2018,Seattle,Grand Canyon,57,73,1
2018,Idaho,Portland St,72,73,1
2018,UNLV,Utah St,78,85,1
2018,Cal Poly,Cal St-Fullerton,97,101,1
2018,Cal St-Northridge,Hawaii,46,65,1
2018,UC-Irvine,Long Beach St,86,73,1
2018,UC-Santa Barbara,UC-Riverside,65,57,1
2018,Alabama A&M,AR-Pine Bluff,62,69,1
2018,Pennsylvania,Princeton,76,70,1
2018,Ohio St,Michigan St,80,64,1
2018,Illinois St,Missouri St,72,68,1
2018,Northern Iowa,Loyola-Chicago,50,56,1
2018,Towson,Coll of Charleston,73,62,1
2018,UCF,Temple,60,39,1
2018,George Mason,Davidson,59,86,1
2018,Iona,Fairfield,84,65,1
2018,Marist,Niagara,70,86,1
2018,St Peters,Quinnipiac,84,58,1
2018,Delaware,NC-Wilmington,96,76,1
2018,Drexel,William & Mary,63,85,1
2018,Northeastern,James Madison,80,67,1
2018,Detroit Mercy,Northern Kentucky,54,56,1
2018,Siena,Canisius,65,62,1
2018,Oakland,Wright St,81,86,1
2018,Wichita St,South Florida,95,57,1
2018,Hofstra,Elon,76,89,1
2018,Miami-FL,Florida St,80,74,1
2018,Cincinnati,SMU,76,56,1
2018,Manhattan,Rider,76,82,1
2018,Maryland,Iowa,91,73,1
2018,Utah,Arizona St,77,80,1
2018,Stanford,USC,77,76,1
2018,Colgate,Navy,70,62,1
2018,Morgan St,Savannah St,89,88,1
2018,Alabama A&M,Miss Valley St,65,55,1
2018,American U,Army,54,58,1
2018,Boston U,Lehigh,92,81,1
2018,Lafayette,Bucknell,75,80,1
2018,Holy Cross,Loyola-MD,64,57,1
2018,MD-Eastern Shore,Bethune-Cookman,84,89,1
2018,Coppin St,Florida A&M,79,78,1
2018,Delaware St,North Carolina A&T,66,76,1
2018,NC-Central,Norfolk St,64,63,1
2018,Alcorn St,Grambling St,61,72,1
2018,Southern U,Jackson St,61,65,1
2018,Alabama St,AR-Pine Bluff,68,94,1
2018,Richmond,Dayton,81,87,1
2018,VCU,Duquesne,78,67,1
2018,Miami-OH,Kent St,80,69,1
2018,Winthrop,Liberty,70,73,1
2018,Indiana,Penn St,74,70,1
2018,St Johns,Georgetown,66,69,1
2018,Alabama,South Carolina,76,62,1
2018,Kentucky,Texas A&M,74,73,1
2018,Memphis,Tulane,96,89,1
2018,West Virginia,Baylor,57,54,1
2018,Oklahoma,Texas Tech,75,65,1
2018,St Louis,Rhode Island,65,72,1
2018,Akron,Buffalo,65,87,1
2018,Bowling Green,Northern Illinois,66,57,1
2018,Ohio,Ball St,68,75,1
2018,Eastern Michigan,Central Michigan,79,74,1
2018,Toledo,Western Michigan,84,61,1
2018,Presbyterian,Campbell,79,83,1
2018,Gardner-Webb,High Point,62,45,1
2018,NC-Asheville,Longwood,90,80,1
2018,Charleston Southern,Radford,61,64,1
2018,North Carolina,Boston College,96,66,1
2018,Virginia,Syracuse,68,61,1
2018,Bradley,Southern Illinois,68,62,1
2018,Nebraska,Wisconsin,63,59,1
2018,Creighton,Butler,85,74,1
2018,Michigan,Purdue,69,70,1
2018,Vanderbilt,Tennessee,84,92,1
2018,Auburn,Ole Miss,85,70,1
2018,Marquette,Seton Hall,84,64,1
2018,Kansas,Iowa St,83,78,1
2018,Fresno St,Boise St,64,70,1
2018,San Diego St,San Jose St,85,49,1
2018,Western Carolina,Mercer,58,56,1
2018,Nicholls St,McNeese St,85,80,1
2018,Davidson,George Washington,72,45,1
2018,George Mason,St Josephs,81,79,1
2018,UMass,La Salle,86,79,1
2018,Pittsburgh,Duke,52,87,1
2018,Georgia Tech,Notre Dame,60,53,1
2018,Wake Forest,Virginia Tech,75,83,1
2018,Michigan St,Rutgers,76,72,1
2018,Florida,Mississippi St,71,54,1
2018,UConn,UCF,62,53,1
2018,Chattanooga,Furman,55,73,1
2018,Wofford,Harvard,63,62,1
2018,Indiana St,Northern Iowa,69,67,1
2018,St Bonaventure,Fordham,77,61,1
2018,Albany,Stony Brook,78,65,1
2018,New Hampshire,Binghamton,71,67,1
2018,Quinnipiac,Marist,80,79,1
2018,Hartford,MA-Lowell,84,73,1
2018,Maine,UMBC,67,72,1
2018,Dartmouth,Vermont,78,91,1
2018,Detroit Mercy,Cleveland St,85,84,1
2018,IUPUI,WI-Milwaukee,72,71,1
2018,Oakland,Youngstown St,95,82,1
2018,Villanova,Xavier,89,65,1
2018,Houston Christian,Abilene Christian,74,82,1
2018,Central Arkansas,Incarnate Word,92,76,1
2018,Stephen F Austin,New Orleans,78,68,1
2018,Texas A&M-CC,Sam Houston St,50,82,1
2018,Lamar,SE Louisiana,58,63,1
2018,Kansas St,Oklahoma St,86,82,1
2018,Illinois St,Loyola-Chicago,61,68,1
2018,Evansville,Missouri St,64,55,1
2018,Valparaiso,Drake,77,60,1
